name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Herbaspirillum hiltneri	341045	species	4965474	1	0	0.0
Micavibrio aeruginosavorus	349221	species	2470296	2	0	0.0
Corynebacterium marinum	349751	species	2729219	2	1	0.0
Acidovorax sp. KKS102	358220	species	5196935	13	7	0.00562844
Altererythrobacter	361177	genus	0	1	0	0.0
Altererythrobacter epoxidivorans	361183	species	2786256	3	2	0.0
Verminephrobacter eiseniae	364317	species	5597943	2	2	0.0
Granulibacter bethesdensis	364410	species	2717856	1	1	0.0
Caulobacter sp. K31	366602	species	5889399	5	1	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	3	0	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	1	0	0.0
Natranaerobius thermophilus	375929	species	3191453	2	0	0.0
Pseudomonas protegens	380021	species	6923588	1	0	0.0
Nitratiruptor sp. SB155-2	387092	species	1877931	1	0	0.0
Halopiger xanaduensis	387343	species	4355268	1	1	0.0
Pontibacter akesuensis	388950	species	4829559	1	0	0.0
Echinicola vietnamensis	390884	species	5608040	1	0	0.0
Terriglobus roseus	392734	species	5227858	1	1	0.0
Sphingomonas sanxanigenens	397260	species	6580298	2	1	0.0
Corynebacterium ureicelerivorans	401472	species	2328278	6	6	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	1	0	0.0
Streptomyces xiamenensis	408015	species	5961401	2	2	0.0
Microterricola viridarii	412690	species	3689726	7	1	0.0079276
Cronobacter malonaticus	413503	species	4516853	1	1	0.0
Halalkalicoccus jeotgali	413810	species	3698650	1	1	0.0
[Polyangium] brachysporum	413882	species	6476147	1	1	0.0
Burkholderia sp. KJ006	416344	species	6629912	1	0	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	1	1	0.0
Rhizobium sp. IRBG74	424182	species	5464982	119	19	0.00535238
Methylobacterium sp. 4-46	426117	species	7737025	3	3	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	1	1	0.0
Dyella thiooxydans	445710	species	4227172	1	0	0.0
Kocuria flava	446860	species	3638342	6	4	0.0
Anaeromyxobacter sp. K	447217	species	5061632	2	1	0.0
Nocardioides dokdonensis	450734	species	4376707	1	1	0.0
Thermus parvatiensis	456163	species	2016098	1	0	0.0
Xanthomonas euvesicatoria	456327	species	10838435	1	0	0
Bordetella flabilis	463014	species	5954318	1	1	0.0
Modestobacter marinus	477641	species	5575517	2	1	0.0
Chloroflexus sp. Y-400-fl	480224	species	5268950	1	0	0.0
Burkholderia lata	482957	species	17031116	1	0	0.0
Sphingobium sp. YBL2	484429	species	5427419	1	1	0.0
Burkholderia metallica	488729	species	7424240	10	8	0.0
Burkholderia seminalis	488731	species	7648944	2	0	0.0
Azospirillum thiophilum	528244	species	7609458	2	0	0.0
Rhodoluna lacicola	529884	species	1430433	2	0	0.0
Flavobacteriaceae bacterium 3519-10	531844	species	2768102	1	1	0.0
Candidatus Rhodoluna planktonica	535712	species	1424506	2	0	0.0
Mesorhizobium australicum	536018	species	6200534	1	1	0.0
Altererythrobacter marensis	543877	species	2885033	1	0	0.0
Actinomyces oris	544580	species	3042917	4	3	0.0
Aromatoleum aromaticum	551760	species	4727255	1	0	0.0
Vibrio breoganii	553239	species	4492180	1	0	0.0
Polynucleobacter necessarius	576610	species	1560469	2	2	0.0
Pseudomonas chlororaphis	587753	species	16842584	6	1	0.0
Brevundimonas naejangsanensis	588932	species	2971535	3	3	0.0
Prevotella fusca	589436	species	3261806	1	0	0.0
Mus musculus mobilized endogenous polytropic provirus	590745	species	8183	2	0	0.0
Mesorhizobium opportunistum	593909	species	6884444	2	2	0.0
Arthrobacter sp. A3	595593	species	4458287	1	0	0.0
Sphingobium sp. SYK-6	627192	species	4348133	1	1	0.0
Hoyosella subflava	639313	species	4863490	1	1	0.0
Burkholderia sp. CCGE1001	640510	species	7253494	1	0	0.0
Burkholderia sp. CCGE1002	640511	species	7884858	2	1	0.0
Altererythrobacter namhicola	645517	species	2591679	1	0	0.0
Micromonospora sp. L5	648999	species	6962533	1	0	0.0
Actinoplanes sp. N902-109	649831	species	9228054	2	1	0.0
Prevotella sp. oral taxon 299	652716	species	2480269	1	0	0.0
Candidatus Koribacter versatilis	658062	species	5650368	1	0	0.0
Cryobacterium arcticum	670052	species	4351229	7	1	0.0
Propionibacterium sp. oral taxon 193	671223	species	2649207	20	6	0.0110413
Rhodoplanes sp. Z2-YC6860	674703	species	8193889	6	2	0.0
Martelella sp. AD-3	686597	species	5036008	8	6	0.0
Altererythrobacter dongtanensis	692370	species	3009495	4	4	0.0
Novosphingobium sp. PP1Y	702113	species	5313905	6	4	0.0
Actinomyces sp. oral taxon 414	712122	species	3836419	1	1	0.0
Leptotrichia sp. oral taxon 212	712357	species	2444904	3	3	0.0
Streptococcus sp. oral taxon 431	712633	species	2177905	8	2	0.0
Hyphomicrobium sp. MC1	717785	species	4757528	1	1	0.0
Acidovorax ebreus	721785	species	3796573	4	0	0.0
Delftia sp. Cs1-4	742013	species	6685842	35	1	2.30658e-14
Sphingomonas sp. MM-1	745310	species	4633613	3	2	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4332995	1	0	0.0
Sulfuritalea hydrogenivorans	748811	species	3802648	1	1	0.0
Candidatus Puniceispirillum marinum	767892	species	2753527	1	0	0.0
Hydrogenophaga sp. PBC	795665	species	5232477	3	3	0.0
Agrobacterium sp. H13-3	861208	species	5573770	260	48	0.00524791
Streptomyces sp. SirexAA-E	862751	species	7414440	2	0	0.0
Cupriavidus sp. USMAA2-4	876364	species	8698226	4	2	0.0
Shinella sp. HZN7	879274	species	7354253	21	13	0.00473325
Methylobacterium sp. AMS5	925818	species	5599206	1	0	0.0
Sandaracinus amylolyticus	927083	species	10327335	1	1	0.0
Pseudomonas brassicacearum	930166	species	13594158	4	1	0.0
Desulfurispirillum indicum	936456	species	2928377	1	1	0.0
Granulicella mallensis	940614	species	6237577	1	1	0.0
Brucella vulpis	981386	species	3238137	1	0	0.0
Polymorphum gilvum	991904	species	4718963	4	1	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	8	4	0.0
Rhodococcus sp. WB1	1033922	species	6148559	1	0	0.0
Thiolapillus brandeum	1076588	species	3153637	1	1	0.0
Persicobacter sp. JZB09	1085624	species	8251744	1	0	0.0
Rhizobium sp. NT-26	1125847	species	4577425	6	3	0.0
Streptococcus sp. I-G2	1156431	species	1992567	4	0	0
Streptococcus sp. I-P16	1156433	species	2023580	3	0	0
Enterobacter sp. R4-368	1166130	species	5155034	1	0	0.0
Sphingomonas sp. NIC1	1167641	species	3660563	4	1	0.0
Mycobacterium sp. MOTT36Y	1168287	species	5613626	1	0	0.0
Agrobacterium fabrum	1176649	species	5674258	222	130	0.0
Pseudomonas sp. UW4	1207075	species	6183388	4	2	0.0
Burkholderia pseudomultivorans	1207504	species	7956789	1	0	0.0
Celeribacter indicus	1208324	species	4969388	3	0	0.0
Octadecabacter antarcticus	1217908	species	4875481	1	0	0.0
Corynebacterium humireducens	1223514	species	2681312	2	0	0.0
Bradyrhizobium sp. CCGE-LA001	1223566	species	7833499	18	9	0.0
Pseudomonas sp. FGI182	1259844	species	5891312	3	1	0.0
Streptomyces sp. PAMC 26508	1265601	species	7630245	1	0	0.0
Altererythrobacter atlanticus	1267766	species	3475106	3	1	0.0
Mycobacterium sp. VKM Ac-1817D	1273687	species	6324222	1	0	0.0
Bradyrhizobium icense	1274631	species	8322773	9	6	0.0
Pseudomonas sp. URMO17WK12:I11	1283291	species	11209782	1	0	0.0
Planktomarina temperata	1284658	species	3288122	1	1	0.0
Sphingobium sp. TKS	1315974	species	6228879	13	8	0.0
Acinetobacter equi	1324350	species	3054269	1	0	0.0
Bordetella pseudohinzii	1331258	species	4558891	4	3	0.0
Sphingobium baderi	1332080	species	4583422	10	6	8.2113e-15
Defluviimonas alba	1335048	species	4987611	6	2	0.0
Spiribacter sp. UAH-SP71	1335757	species	1926631	1	1	0.0
Pseudomonas sp. JY-Q	1338689	species	6178825	3	1	0.0
Croceicoccus naphthovorans	1348774	species	3863562	3	3	0.0
Aureimonas sp. AU20	1349819	species	5210858	3	2	0.0
Bradyrhizobium diazoefficiens	1355477	species	14343524	21	10	0.0
Dyella jiangningensis	1379159	species	5396991	1	0	0.0
Spirosoma radiotolerans	1379870	species	7029352	1	1	0.0
Methyloceanibacter caenitepidi	1384459	species	3424964	1	1	0.0
Hymenobacter sp. DG25A	1385663	species	3777136	1	0	0.0
Cupriavidus sp. USMAHM13	1389192	species	7820821	4	2	0.0
Celeribacter marinus	1397108	species	3096705	2	1	0.0
Exiguobacterium sp. MH3	1399115	species	3164195	1	0	0.0
Acinetobacter sp. TGL-Y2	1407071	species	3691287	2	1	0.0
Corynebacterium deserti	1408191	species	3033893	1	0	0.0
Hymenobacter sp. DG5B	1411621	species	4868852	1	1	0.0
Pseudomonas sp. TKP	1415630	species	7012672	1	0	0.0
Geosporobacter ferrireducens	1424294	species	5817221	2	0	0.0
Hyphomicrobium nitrativorans	1427356	species	3653837	1	0	0.0
Gynuella sunshinyii	1445505	species	6475959	1	1	0.0
Octadecabacter temperatus	1458307	species	3264628	1	0	0.0
Comamonadaceae bacterium A1	1458425	species	2574013	1	0	0.0
Comamonadaceae bacterium B1	1458426	species	2623236	2	0	0.0
Klebsiella quasipneumoniae	1463165	species	5586672	1	0	0.0
Burkholderia sp. 2002721687	1468409	species	7285824	1	0	0.0
Methylobacterium sp. C1	1479019	species	6459145	1	0	0.0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	2	2	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	2	0	0.0
Pantoea sp. PSNIH1	1484158	species	4410683	1	0	0.0
Martelella endophytica	1486262	species	4817335	4	2	0.0
Flavisolibacter sp. LCS9	1492898	species	5940863	1	1	0.0
Sphingopyxis fribergensis	1515612	species	5202172	5	3	0.0
Lawsonella clevelandensis	1528099	species	3775705	11	6	0.0
Brevundimonas sp. DS20	1532555	species	3475610	4	3	0.0
Pseudomonas sp. DR 5-09	1534110	species	6427864	2	1	0.0
Paenibacillus sp. FSL R7-0331	1536773	species	6931967	1	0	0.0
Mycobacterium sp. EPa45	1545728	species	6177406	2	2	0.0
Woeseia oceani	1548547	species	4059891	1	1	0.0
Sphingomonas taxi	1549858	species	4061902	4	2	0.0
Sphingomonas panacis	1560345	species	5322941	3	1	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	1	0	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	6	0	0.0169874
Bacillus sp. YP1	1574141	species	4153566	1	0	0.0
Halocynthiibacter arcticus	1579316	species	4376120	1	1	0.0
Fusobacterium hwasookii	1583098	species	2496436	2	0	0.0
Pseudomonas cerasi	1583341	species	6345256	1	0	0.0
Lentzea sp. DHS C013	1586287	species	9997872	1	0	0.0
Acinetobacter sp. NCu2D-2	1608473	species	3048277	1	0	7.52224e-18
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	2	1	0.0
Sphingomonas hengshuiensis	1609977	species	5228389	7	6	0.0
Pseudomonas sp. MRSN12121	1611770	species	6986763	3	0	0.0
Erwinia gerundensis	1619313	species	4481256	3	3	0.0
Hoeflea sp. IMCC20628	1620421	species	5119813	2	2	0.0
Bacillus sp. LM 4-2	1628753	species	4069266	1	0	0.0
Geobacillus sp. 12AMOR1	1629723	species	3442724	1	0	0.0
Dermabacter vaginalis	1630135	species	2392314	3	1	0.0
Citromicrobium sp. JL477	1634516	species	3258499	3	0	0.0
Devosia sp. H5989	1643450	species	4594249	1	1	0.0
Erythrobacter atlanticus	1648404	species	3226359	2	2	0.0
Bacillus paralicheniformis	1648923	species	4382163	1	0	0.0
Streptomyces sp. CFMR 7	1649184	species	8307279	2	1	0.0
Pseudomonas sp. CCOS 191	1649877	species	6012947	6	1	0.0
Actinobacteria bacterium IMCC26256	1650658	species	2461858	1	1	0.0
Arthrobacter sp. YC-RL1	1652545	species	4018639	1	0	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	2	1	0.0
Rhodococcus sp. PBTS 2	1653479	species	5316948	9	4	0.0
Mitsuaria sp. 7	1658665	species	6085092	3	1	0.0
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	4	1	0.0
Ottowia sp. oral taxon 894	1658672	species	2925783	2	2	0.0
Magnetospirillum sp. XM-1	1663591	species	4992477	1	1	0.0
Burkholderia sp. HB1	1678678	species	7206167	1	0	0.0
Microbacterium sp. CGR1	1696072	species	3634864	2	2	0.0
Chelatococcus sp. CO-6	1702325	species	5243734	4	3	0.0
Rhizobium sp. N1314	1703961	species	6274511	1	0	0.0
Rhizobium sp. N731	1703966	species	6274507	1	0	0.0
Rhizobium sp. N324	1703969	species	6972593	10	6	0.0
Arthrobacter sp. ERGS1:01	1704044	species	4936686	1	1	0.0
Turicibacter sp. H121	1712675	species	2622031	1	1	0.0
Microbacterium sp. No. 7	1714373	species	4827965	3	1	0.0
Candidatus Nitrospira inopinata	1715989	species	3295117	5	5	0.0
Chryseobacterium sp. IHB B 17019	1721091	species	4077766	1	1	0.0
Rhodococcus sp. 008	1723645	species	7438324	3	2	0.0
Streptomyces sp. CdTB01	1725411	species	10191567	2	2	0.0
Devosia sp. A16	1736675	species	5032994	3	0	0.0
Burkholderia sp. Bp5365	1740162	species	7287809	1	0	0.0
Pseudarthrobacter	1742993	genus	0	1	0	0.0
Serinicoccus sp. JLT9	1758689	species	3597394	2	0	0.0
Caulobacteraceae bacterium OTSz_A_272	1759059	species	3732719	1	0	0.0
Streptococcus sp. A12	1759399	species	1874337	7	0	0.0468176
Hydrogenophaga sp. LPB0072	1763535	species	4944132	3	2	0.0
Deinococcus actinosclerus	1768108	species	3264334	1	1	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	3	2	0.0
Arthrobacter sp. ATCC 21022	1771959	species	4434904	5	0	0.0
Streptomyces sp. S10(2016)	1783515	species	9083372	1	1	0.0
Pseudomonas sp. MS586	1785145	species	6247726	3	2	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	1	1	0.0
Leptotrichia sp. oral taxon 847	1785996	species	2194935	9	9	0.0
Pseudomonas sp. L10.10	1788301	species	5149788	1	1	0.0
Bosea sp. PAMC 26642	1792307	species	5510355	4	2	0.0
Yangia sp. CCB-MM3	1792508	species	5522061	6	5	0
Microbacterium sp. PAMC 28756	1795053	species	3539061	1	1	0.0
Frondihabitans sp. PAMC 28766	1795630	species	4766863	39	24	0.00613625
Variovorax sp. PAMC 28711	1795631	species	4316152	2	1	0.0
Burkholderia sp. OLGA172	1804984	species	8574890	1	0	0.0
Sphingorhabdus sp. M41	1806885	species	3339521	2	0	0.0
Arthrobacter sp. ZXY-2	1806905	species	5058708	5	0	0.0
Enterobacter cloacae complex 'Hoffmann cluster III'	1812934	species	4899947	3	0	1.60134e-15
Shigella sp. PAMC 28760	1813821	species	4558287	6	0	0.0
Marinobacterium sp. ST58-10	1821621	species	5191608	1	1	0.0
Paraburkholderia	1822464	genus	0	1	0	0.0
Desulfuromonas sp. DDH964	1823759	species	3924652	1	0	0.0
Streptococcus marmotae	1825069	species	2322791	1	0	0
Enterobacter sp. ODB01	1827481	species	4534036	3	0	0.0
Opitutaceae bacterium IG16b	1838286	species	4199284	1	0	0.0
Streptomyces sp. RTd22	1841249	species	11142275	2	1	0.0
Acidovorax sp. RAC01	1842533	species	4574859	8	4	0.0
Sinorhizobium sp. RAC02	1842534	species	6626583	8	5	0.0
Blastomonas sp. RAC04	1842535	species	4403499	43	31	0.0
Agrobacterium sp. RAC06	1842536	species	4964647	7	3	0.0
Hydrogenophaga sp. RAC07	1842537	species	4674684	2	2	0.0
Bosea sp. RAC05	1842539	species	5620120	3	1	0.0
Methyloversatilis sp. RAC08	1842540	species	3937190	2	1	0.0
Sphingobium sp. RAC03	1843368	species	4369746	1	1	0.0
Arthrobacter sp. U41	1849032	species	4792631	1	0	0.0
Rhodobacter sp. LPB0142	1850250	species	3780829	9	7	0.0
Arachidicoccus sp. BS20	1850526	species	3492500	1	1	0.0
Pseudomonas sp. A3(2016)	1853130	species	6823539	4	3	0.0
Pseudomonas sp. TCU-HL1	1856685	species	6256697	4	3	0.0
Rhizobium sp. S41	1869170	species	5524367	145	28	0.0201731
Brucella sp. 141012304	1885919	species	3442381	3	1	0.0
Stenotrophomonas sp. LM091	1904944	species	4317450	3	1	0.0
Curtobacterium sp. BH-2-1-1	1905847	species	3795948	13	0	1.91581e-15
Hyphomonas sp. Mor2	1906738	species	3628091	1	1	0.0
Jeongeupia sp. USM3	1906741	species	3788814	5	5	0.0
Microbacterium sp. BH3-3-3	1906742	species	3508491	8	4	0.0
