name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Corynebacterium glutamicum	1718	species	6155998	1	1	0.0
Propionibacterium acnes	1747	species	3361368	229	214	0.167857
Acidipropionibacterium acidipropionici	1748	species	7323316	2	0	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	1	0	0.0
Actinobacteria	1760	class	0	2	0	0.0
Mycobacterium	1763	genus	0	1	0	0.0
Mycobacterium avium	1764	species	6028446	3	3	0.0
Mycobacterium fortuitum	1766	species	6254616	6	3	0.0
Mycobacterium kansasii	1768	species	6489764	2	1	0.0
Mycobacterium leprae	1769	species	3268137	1	0	0.0
Mycobacterium phlei	1771	species	5349645	1	1	0.0
Mycobacterium neoaurum	1795	species	5421267	5	0	0.0
Mycobacterium chubuense	1800	species	6342624	3	2	0.0
Mycobacterium gilvum	1804	species	5883060	3	1	0.0
Mycobacterium vaccae	1810	species	6235754	2	0	0.0
Amycolatopsis methanolica	1814	species	7237391	1	0	0.0
Rhodococcus fascians	1828	species	5502110	14	8	0.0044362
Rhodococcus erythropolis	1833	species	6734667	1	0	0.0
Geodermatophilus obscurus	1861	species	5322497	3	2	0.0
Actinoplanes missouriensis	1866	species	8773466	4	1	0.0
Streptomyces	1883	genus	0	1	0	0.0
Streptomyces albus	1888	species	15352626	3	1	0.0
Streptomyces griseus	1911	species	8545929	1	0	0.0
Streptomyces lincolnensis	1915	species	10319054	1	1	0.0
Streptomyces noursei	1971	species	9815884	2	0	0.0
Streptosporangium roseum	2001	species	10369518	1	0	0.0
Thermobispora bispora	2006	species	4189976	1	1	0.0
Nocardiopsis dassonvillei	2014	species	6543312	4	3	0.0
Microbacterium testaceum	2033	species	3982034	13	10	0
Curtobacterium	2034	genus	0	3	0	0.0
Aeromicrobium erythreum	2041	species	3629239	2	2	0.0
Pimelobacter simplex	2045	species	5637360	8	8	0.0
Rothia dentocariosa	2047	species	2506025	6	6	0.0
Gordonia bronchialis	2054	species	5290012	2	0	0.0
Tsukamurella paurometabola	2061	species	4479724	1	0	0.0
Kitasatospora setae	2066	species	8783278	1	0	0.0
Methanoculleus marisnigri	2198	species	2478101	1	1	0.0
Haloferax volcanii	2246	species	4012900	1	1	0.0
Halorubrum lacusprofundi	2247	species	3692576	2	2	0.0
Xylella fastidiosa	2371	species	2609554	1	0	0.0
Gardnerella vaginalis	2702	species	1669705	2	2	0.00487281
Symbiobacterium thermophilum	2734	species	3566135	1	1	0.0
Carnobacterium maltaromaticum	2751	species	3650416	4	3	0.00222883
Homo sapiens	9606	species	3238442024	77	37	1.25618e-06
Escherichia phage T5	10726	species	121750	1	0	0.0
Moloney murine leukemia virus	11801	leaf	8332	2	2	0.488247
Magnetospirillum	13134	genus	0	1	0	0.0
Burkholderia mallei	13373	species	18282343	3	0	0.0
Sphingomonas	13687	genus	0	3	1	0.0
Staphylococcus lugdunensis	28035	species	3479969	2	2	0.0
Streptococcus mitis	28037	species	3110438	7	4	0.00130788
Rubrivivax gelatinosus	28068	species	5043253	5	2	0.0
Neisseria weaveri	28091	species	2188497	7	0	0
Burkholderia gladioli	28095	species	8975879	1	1	0.0
Prevotella melaninogenica	28132	species	3168282	1	1	0.0
Serratia proteamaculans	28151	species	5495657	4	2	0.00148047
Acetohalobium arabaticum	28187	species	2469596	1	1	0.0
Clavibacter michiganensis	28447	species	3302478	17	5	3.35145e-13
Komagataeibacter xylinus	28448	species	3905082	1	1	0.0
Burkholderia pseudomallei	28450	species	11222453	3	0	0.0
Salmonella enterica	28901	species	6689149	2	1	0.0
Streptomyces cattleya	29303	species	16188068	1	0	0.0
Mycobacterium haemophilum	29311	species	4235765	1	0	0.0
Microlunatus phosphovorus	29405	species	5683123	1	0	0.0
Pseudomonas savastanoi	29438	species	6112448	3	3	0.0
Xanthomonas albilineans	29447	species	3852299	1	1	0.0
Rhizobium etli	29449	species	6784960	43	13	0.0
Veillonella parvula	29466	species	2132142	5	2	0.00190798
Rhodobacteraceae	31989	family	0	4	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	2	0	0.0
Achromobacter denitrificans	32002	species	6226215	5	2	0.0
Burkholderia	32008	genus	0	3	0	0.0
synthetic construct	32630	species	26537524	545	301	0.000474624
Cutibacterium avidum	33010	species	2627993	6	2	6.32377e-35
Sphingopyxis macrogoltabida	33050	species	16800329	32	19	0.000317399
Sphingopyxis terrae	33052	species	3983415	10	4	0.000703854
Gloeobacter violaceus	33072	species	4659019	2	2	0.0
Rathayibacter tritici	33888	species	3354681	17	0	1.6885e-13
Streptomyces avermitilis	33903	species	9119895	1	1	0.0
Amycolatopsis mediterranei	33910	species	13655759	1	0	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	2	1	0.0
Paracoccus aminophilus	34003	species	4873118	12	0	3.25826e-13
Rhodospirillum centenum	34018	species	4355543	2	2	0.0
Leptothrix cholodnii	34029	species	4909403	1	0	0.0
Rahnella aquatilis	34038	species	5656799	1	0	0.0
Moraxella osloensis	34062	species	2649137	17	17	0.00460687
Variovorax paradoxus	34073	species	6817856	6	4	0.0
Geobacter sulfurreducens	35554	species	3764200	1	0	0.0
Citrobacter amalonaticus	35703	species	7931914	1	1	0.0
Nitrosospira	35798	genus	0	1	0	0.0
Rhodovulum sulfidophilum	35806	species	6638597	1	1	0.0
Pseudomonas cichorii	36746	species	5986012	2	1	0.0
Brucella canis	36855	species	6599418	1	0	0.0
Paraburkholderia xenovorans	36873	species	19434089	2	0	0.0
Nocardia farcinica	37329	species	6376062	1	1	0.0
Nocardia nova	37330	species	8348532	2	0	0.0
Nocardia seriolae	37332	species	8304518	1	1	0.0
Rhodococcus opacus	37919	species	8880502	12	10	0.0
Sinomonas atrocyanea	37927	species	4492204	1	1	0.0
Mesorhizobium ciceri	39645	species	6838036	4	2	0.0
Methanosalsum zhilinae	39669	species	2138444	1	0	0.0
Dialister pneumosintes	39950	species	1274073	1	0	0.0
Erythrobacter litoralis	39960	species	3151875	7	6	0.0
Oligotropha carboxidovorans	40137	species	5740737	15	9	0.0
Acinetobacter johnsonii	40214	species	4081329	5	3	0.00204353
Stenotrophomonas maltophilia	40324	species	6512435	52	48	0.00562196
Leptotrichia buccalis	40542	species	2465610	7	7	0.00164993
Actinosynnema mirum	40567	species	8248144	4	1	0.000493211
Bradyrhizobiaceae	41294	family	0	1	0	0.0
Rhodospirillaceae	41295	family	0	4	0	0.0
Burkholderia plantarii	41899	species	8081051	1	0	0.0
Streptomyces sampsonii	42239	species	7070328	3	3	0.0
Roseobacter litoralis	42443	species	4745450	2	0	0.0
Marinovum algicola	42444	species	5252390	1	1	0.0
Pseudomonas alcaligenes	43263	species	4406305	8	4	0.0
Pseudomonas denitrificans	43306	species	5696307	7	1	0.0
Kutzneria albida	43357	species	9874926	3	0	0
Brachybacterium faecium	43669	species	3614992	12	12	0.0
Jonesia denitrificans	43674	species	2749646	1	1	0.0
Rothia mucilaginosa	43675	species	2278659	8	7	0.00357059
Rhodococcus equi	43767	species	5043170	1	1	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	17	9	0.0
Nitrosomonas ureae	44577	species	3307820	2	0	0.0
Hyphomicrobiaceae	45401	family	0	1	0	0.0
Staphylococcus pasteuri	45972	species	2559946	1	1	0.00158913
Sphingobium chlorophenolicum	46429	species	4573221	1	0	0.0
Devosia	46913	genus	0	6	0	0.0
Bibersteinia trehalosi	47735	species	2411529	3	3	0.0
Streptomyces lydicus	47763	species	8750753	4	4	0.0
Micromonospora aurantiaca	47850	species	7025559	1	0	0.0
Pseudomonas azotoformans	47878	species	6859618	1	0	0.0
Pseudomonas fulva	47880	species	4920769	17	14	0.0
Acinetobacter pittii	48296	species	6018266	2	1	0.0
Novosphingobium aromaticivorans	48935	species	4233314	3	2	0.0
Rubrobacter xylanophilus	49319	species	3225748	1	1	0.0
Prevotella dentalis	52227	species	3350206	1	1	0.0
Actinomyces meyeri	52773	species	2049088	1	1	0.0
Intrasporangium calvum	53358	species	4024382	6	3	0.0
Hyphomicrobium denitrificans	53399	species	3723828	4	4	0.0
Pseudomonas citronellolis	53408	species	14631203	5	3	0.0
Pseudomonas resinovorans	53412	species	6484828	21	18	0.0
Xanthomonas axonopodis	53413	species	5343358	3	0	0.0
Nakamurella multipartita	53461	species	6060298	1	0	0.0
Acidimicrobium ferrooxidans	53635	species	2158157	2	0	0.0
Octadecabacter arcticus	53946	species	5478249	1	0	0.0
Streptomyces venezuelae	54571	species	18089227	2	1	0.0
Magnetospirillum gryphiswaldense	55518	species	4365796	1	1	0.0
Rhizobium gallicum	56730	species	7311190	1	0	0.0
Burkholderia thailandensis	57975	species	9210179	2	1	0.0
Desulfovibrio alaskensis	58180	species	3730232	1	1	0.0
Actinotignum schaalii	59505	species	2159306	1	0	0.0
Cellulophaga algicola	59600	species	4888353	1	0	0.0
Burkholderia vietnamiensis	60552	species	14209387	1	1	0.000288067
Phaeobacter gallaeciensis	60890	species	4300940	2	1	0.0
Sanguibacter keddieii	60920	species	4253413	4	2	0.0
Paenibacillus mucilaginosus	61624	species	8740689	1	0	0.0
Enterobacter asburiae	61645	species	6470569	4	0	9.358e-20
Pluralibacter gergoviae	61647	species	5489680	2	1	0.0
Serratia rubidaea	61652	species	4922834	1	0	0.0
Haloterrigena turkmenica	62320	species	5440782	1	1	0.0
Azoarcus sp. BH72	62928	species	4376040	1	0	0.0
Pseudomonas knackmussii	65741	species	6162905	7	1	0.0
Streptomyces fulvissimus	68202	species	7905758	1	0	0.0
Streptomyces pactum	68249	species	8180260	1	1	0.0
Streptomyces violaceusniger	68280	species	11138313	2	0	0.0
Streptomyces albulus	68570	species	9578489	1	1	0.0
Cupriavidus basilensis	68895	species	8421483	2	1	0.0
Deinococcus geothermalis	68909	species	3247018	1	1	0.0
Phyllobacteriaceae	69277	family	0	6	0	0.0
Pseudomonas sp. VLB120	69328	species	5966222	20	4	0.00553589
Caulobacter henricii	69395	species	3957288	1	0	0.0
Pseudomonas plecoglossicida	70775	species	6233254	20	3	0.00105396
Mesorhizobium amorphae	71433	species	7343952	4	3	0.0
Kocuria palustris	71999	species	2854447	2	1	0.0
Pseudomonadales	72274	order	0	2	0	0.0
Ectothiorhodospiraceae	72276	family	0	3	0	0.0
Brevundimonas subvibrioides	74313	species	3445263	2	1	0.0
Pseudomonas balearica	74829	species	4383480	5	1	0.0
Pseudomonas mandelii	75612	species	7188564	1	0	0.0
Mannheimia haemolytica	75985	species	2934797	1	0	0.0
Prevotella enoeca	76123	species	2861432	2	0	0.0
Cellulophaga baltica	76594	species	4597822	1	0	0.0
Roseateles depolymerans	76731	species	5681722	5	1	0.0
Pseudomonas monteilii	76759	species	5553188	5	0	0.0
Parascardovia denticolens	78258	species	1890857	1	0	0.0
Pseudomonas mosselii	78327	species	6247860	2	1	0.0
Asticcacaulis excentricus	78587	species	4308776	4	3	0.0
Haliangium ochraceum	80816	species	9446314	1	1	0.0
Burkholderiales	80840	order	0	3	0	0.0
Comamonadaceae	80864	family	0	3	0	0.0
Delftia acidovorans	80866	species	6767514	109	52	0.033494
Acidovorax avenae	80867	species	5482170	4	2	8.77412e-17
Acidovorax citrulli	80869	species	5352772	3	2	0
Hyphomonas neptunium	81032	species	3705021	1	0	0.0
Serratia plymuthica	82996	species	6554843	2	0	0.0
Aminobacter aminovorans	83263	species	6890726	6	2	0.0
Myxococcus stipitatus	83455	species	10350586	2	2	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	1	0	0.0
Nocardiopsaceae	83676	family	0	1	0	0.0
Magnetospirillum magneticum	84159	species	4967148	2	0	0.0
Microbacterium chocolatum	84292	species	3168630	1	0	0.0
Lysobacter antibioticus	84531	species	11681564	2	1	0.0
Gordonia polyisoprenivorans	84595	species	5844299	4	4	0.000696076
Beutenbergia cavernae	84757	species	4669183	2	0	0
Corynebacteriales	85007	order	0	1	0	0.0
Brevibacteriaceae	85019	family	0	1	0	0.0
Microbacteriaceae	85023	family	0	3	2	0.0
Nakamurellaceae	85031	family	0	1	0	0.0
Bosea	85413	genus	0	1	0	0.0
Thauera sp. MZ1T	85643	species	4574586	2	2	0.0
Achromobacter xylosoxidans	85698	species	9063264	31	20	0.00582492
Burkholderia multivorans	87883	species	13696114	1	1	0.0
Caulobacter segnis	88688	species	4655622	2	1	0.0
Ruegeria pomeroyi	89184	species	4601048	1	0	0.0
Asaia bogorensis	91915	species	3198265	1	0	0.0
Thioalkalimicrobium aerophilum	92245	species	2158359	1	0	0.0
Ketogulonicigenium vulgare	92945	species	5302341	3	1	0.0
Pandoraea norimbergensis	93219	species	6167370	1	1	0.0
Ramlibacter tataouinensis	94132	species	4493411	10	4	0.0
Burkholderia cenocepacia	95486	species	15410767	4	1	1.26942e-14
Streptococcus infantarius	102684	species	1913271	1	0	0.0
Saccharothrix espanaensis	103731	species	9360653	3	2	0
Bordetella hinzii	103855	species	9772861	6	0	0.0
Ralstonia mannitolilytica	105219	species	9915295	5	1	6.1586e-24
Methylibium petroleiphilum	105560	species	4643639	4	0	0.0
Cupriavidus	106589	genus	0	1	0	0.0
Cupriavidus necator	106590	species	7948767	2	2	0.0
Ensifer adhaerens	106592	species	7267502	14	8	0.0
Thioalkalivibrio versutus	106634	species	2969361	2	0	0.0
Thioalkalivibrio paradoxus	108010	species	3756729	3	2	0.0
Sinorhizobium medicae	110321	species	6817576	6	3	0.0
Mycobacterium vanbaalenii	110539	species	6491865	2	1	0.0
Bradyrhizobium sp. ORS 278	114615	species	7456587	25	12	3.95929e-21
Methylobacterium nodulans	114616	species	8839022	1	1	0.0
Sphingopyxis alaskensis	117207	species	3373713	11	2	0.0
Burkholderiaceae	119060	family	0	1	0	0.0
Cupriavidus metallidurans	119219	species	6913352	3	0	0.0
Brucella pinnipedialis	120576	species	3365148	1	0	0.0
Brucella ceti	120577	species	3278034	1	0	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	4	4	0.0
Pannonibacter phragmitetus	121719	species	5669701	9	6	0.0
Stenotrophomonas acidaminiphila	128780	species	4138297	2	2	0.0
Kineococcus radiotolerans	131568	species	4956672	5	5	0.000820727
Leisingera methylohalidivorans	133924	species	4650996	1	0	0.0
Actinoplanes sp. SE50/110	134676	species	9239851	2	1	0.0
Nocardia cyriacigeorgica	135487	species	6194645	1	0	0.0
Oceanospirillales	135619	order	0	2	0	0.0
Pseudomonadaceae	135621	family	0	3	0	0.0
Blastococcus saxobsidens	138336	species	4875340	2	2	0.0
Isoptericola variabilis	139208	species	3307740	1	1	0.0
Filifactor alocis	143361	species	1931012	1	1	0.00210671
Rathayibacter toxicus	145458	species	4674320	1	1	0.0
Corynebacterium simulans	146827	species	5336673	1	1	0.0
Salinibacter ruber	146919	species	3710123	1	0	0.0
Azospira	146937	genus	0	2	0	0.0
Azospira oryzae	146939	species	3806980	1	0	0
Thioalkalimicrobium cyclicum	147268	species	1932455	1	0	0.0
Carnobacterium inhibens	147709	species	2497115	4	3	5.47374e-15
Paraburkholderia phymatum	148447	species	8676562	1	1	0.0
Streptococcus lutetiensis	150055	species	1975547	1	0	0.0
Burkholderia ambifaria	152480	species	11349840	2	1	0.0
Burkholderia dolosa	152500	species	6409095	1	1	0.0
Sphingomonas melonis	152682	species	4196755	20	17	0.00290802
Caulobacter vibrioides	155892	species	4029938	2	2	0.0
Pseudomonas parafulva	157782	species	5087619	3	2	0.0
Chromohalobacter salexigens	158080	species	3696649	1	1	0.0
Novosphingobium resinovorum	158500	species	6918128	5	3	0.0
Cedecea neteri	158822	species	23867322	2	0	0.0
Enterobacter hormaechei	158836	species	11766809	1	0	1.98358e-15
Roseibacterium elongatum	159346	species	3555109	4	0	0.0
Sphingomonas wittichii	160791	species	5915246	15	11	1.04107e-17
Anaeromyxobacter dehalogenans	161493	species	5021404	2	1	0.0
Corynebacterium camporealensis	161896	species	2451810	2	2	0.0
Corynebacterium singulare	161899	species	2830519	3	3	0.0
Streptomyces puniciscabiei	164348	species	9698948	1	0	0.0
Novosphingobium	165696	genus	0	1	0	0.0
Sphingopyxis	165697	genus	0	1	0	0.0
Laribacter hongkongensis	168471	species	3169329	1	0	0.0
Salinispora arenicola	168697	species	5786361	1	1	0.0
Corynebacterium aurimucosum	169292	species	2819226	1	1	0.0
Tistrella mobilis	171437	species	6512983	2	1	0.0
Elizabethkingia miricola	172045	species	4242519	1	0	0.0
Alicycliphilus denitrificans	179636	species	4953232	6	2	1.8966e-13
Delftia tsuruhatensis	180282	species	7195716	24	4	3.63935e-13
Erwinia billingiae	182337	species	5372268	8	8	0.0
Kribbella flavida	182640	species	7579488	2	1	0.0
Corallococcus coralloides	184914	species	10080619	1	0	0.0
Desulfovibrio magneticus	184917	species	5315620	1	1	0.0
Xylanimonas cellulosilytica	186189	species	3831380	1	0	0.0
Zaire ebolavirus	186538	species	18959	42	41	0.0
Lambdavirus	186765	genus	0	1	0	0.0
Oceanithermus profundus	187137	species	2439291	1	0	0.0
Methylocystis sp. SC2	187303	species	3773444	1	1	0.0
Pedobacter cryoconitis	188932	species	5950539	3	0	0.0
Ralstonia insidiosa	190721	species	12164766	71	64	0.013711
Rhodoferax ferrireducens	192843	species	4969784	3	1	0.0
Actinoplanes friuliensis	196914	species	9376071	7	3	0.0
Azoarcus sp. CIB	198107	species	5257030	6	6	0.0
Pseudomonas koreensis	198620	species	12292986	2	0	0.0
Pseudomonas trivialis	200450	species	6452803	2	1	0.0
Pseudomonas poae	200451	species	5512241	1	0	0.0
Dickeya dadantii	204038	species	4922802	1	0	0.0
Dickeya zeae	204042	species	4675379	1	0	0.0
Herminiimonas arsenicoxydans	204773	species	3424307	1	1	0.0
Novosphingobium pentaromativorans	205844	species	5457578	5	2	0.0
Amycolatopsis japonica	208439	species	9053857	1	1	0.0
Mycobacterium sp. JS623	212767	species	7221766	2	0	0.0
Dinoroseobacter shibae	215813	species	4417868	7	1	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	2	1	0.0
Polaromonas naphthalenivorans	216465	species	5366143	3	0	0.0
Stenotrophomonas rhizophila	216778	species	4198652	5	0	0.0
Bifidobacterium longum	216816	species	3655960	1	0	0.0
Pseudomonas antarctica	219572	species	6607040	7	5	0.0
Thalassospira xiamenensis	220697	species	4768950	2	1	0.0
Phaeobacter inhibens	221822	species	4194026	1	0	0.0
Mycobacterium chimaera	222805	species	6328534	2	2	0.0
Methylobacterium populi	223967	species	5848997	1	0	0.0
Geobacter bemidjiensis	225194	species	4615150	1	0	0.0
Corynebacterium halotolerans	225326	species	3222008	1	0	0.0
Pannonibacter	227873	genus	0	1	0	0.0
Acidovorax sp. JS42	232721	species	4585154	9	5	0.0027134
Pseudomonas alkylphenolia	237609	species	5764622	2	2	0.0
Cupriavidus pinatubonensis	248026	species	7255290	4	0	0.0
Pseudomonas syringae group genomosp. 3	251701	species	6538260	2	0	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	1	1	0.0
Isoptericola	254250	genus	0	1	0	0.0
Parvibaculum lavamentivorans	256618	species	3914745	2	0	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	4	0	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	2	0	0.0
Paraburkholderia phytofirmans	261302	species	8214658	3	1	0.0
Lysobacter gummosus	262324	species	6056618	1	0	0.0
Chelativorans sp. BNC1	266779	species	4935185	7	7	0.0
Sphingopyxis granuli	267128	species	4679853	7	6	0.0
Methylobacterium aquaticum	270351	species	7557960	3	2	0.0
Chlorobaculum parvum	274539	species	2289249	1	1	0.0
Collimonas pratensis	279113	species	11315924	1	1	0.0
Phenylobacterium zucineum	284016	species	4379231	1	1	0.0
Segniliparus rotundus	286802	species	3157527	1	0	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	345	327	0.0761551
Arthrobacter sp. FB24	290399	species	5070478	4	3	0.0
Jannaschia sp. CCS1	290400	species	4404049	4	0	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	15	4	0.000872189
Polaromonas sp. JS666	296591	species	5898676	1	1	0.0
Frankia sp. EAN1pec	298653	species	8982042	1	0	0.0
Frankia inefficax	298654	species	8815781	1	1	0.0
Advenella kashmirensis	310575	species	4423879	1	0	0.0
Pseudomonas entomophila	312306	species	5888780	2	2	0.0
Pseudoxanthomonas suwonensis	314722	species	3655384	2	0	0.0
Leadbetterella byssophila	316068	species	4059653	1	1	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	1	1	0.0
Candidatus Accumulibacter phosphatis	327160	species	5306133	1	1	0.0
